stock_code,product_description,product_category,avg_unit_price,min_unit_price,max_unit_price,transaction_line_count,completed_line_count
84876D,BLUE HEART COMPACT MIRROR,Retail Product,3.4,0.0,7.62,18,17
84877A,PINK ROUND COMPACT MIRROR,Retail Product,1.82,0.0,3.29,5,4
84877B,GREEN ROUND COMPACT MIRROR,Retail Product,2.21,0.0,7.46,22,21
84877D,BLUE ROUND COMPACT MIRROR,Retail Product,1.96,0.0,3.75,22,19
84879,ASSORTED COLOUR BIRD ORNAMENT,Retail Product,1.72,0.0,3.19,1502,1489
84880,WHITE WIRE EGG HOLDER,Retail Product,7.62,0.0,15.79,82,79
84881,BLUE WIRE SPIRAL CANDLE HOLDER,Retail Product,6.35,0.0,12.72,8,6
84882,GREEN WIRE STANDING CANDLE HOLDER,Retail Product,4.37,3.75,7.46,18,18
84884A,ANT WHITE WIRE HEART SPIRAL,Retail Product,4.79,1.95,8.47,79,78
84884a,ANT WHITE WIRE HEART SPIRAL,Retail Product,8.35,8.29,8.47,26,26
84898F,YELLOW FLOWERS FELT HANDBAG KIT,Retail Product,2.0,0.0,4.13,21,19
84899F,UNKNOWN_DESCRIPTION,Retail Product,0.0,0.0,0.0,1,0
84905,PINK BUTTERFLY CUSHION COVER,Retail Product,4.51,0.0,4.96,22,20
84906,PINK B'FLY C/COVER W BOBBLES,Retail Product,4.01,0.0,12.72,15,12
84907,PINK YELLOW PATCH CUSHION COVER,Retail Product,5.86,0.0,7.65,24,23
84910A,PINK PAISLEY CUSHION COVER,Retail Product,7.05,0.0,8.29,18,17
84912A,PINK ROSE WASHBAG,Retail Product,3.43,0.0,3.75,76,74
84912B,GREEN ROSE WASHBAG,Retail Product,3.39,0.0,3.75,165,163
84913A,SOFT PINK ROSE TOWEL,Retail Product,3.39,0.0,4.65,125,124
84913B,MINT GREEN ROSE TOWEL,Retail Product,3.64,3.29,4.65,86,86
84915,HAND TOWEL PINK FLOWER AND DAISY,Retail Product,3.89,1.25,11.87,23,23
84916,HAND TOWEL PALE BLUE W FLOWERS,Retail Product,3.82,0.0,5.95,30,29
84917,WHITE HAND TOWEL WITH BUTTERFLY,Retail Product,3.58,0.0,11.63,30,27
84919,BLUE CUSHION COVER WITH FLOWER,Retail Product,6.32,0.0,15.79,30,29
84920,PINK FLOWER FABRIC PONY,Retail Product,3.99,0.0,7.62,51,49
84921,CREAM AND PINK FLOWERS PONY,Retail Product,2.34,0.0,3.75,8,5
84922,PINK BUTTERFLY WASHBAG,Retail Product,4.92,4.25,8.29,6,6
84923,PINK BUTTERFLY HANDBAG W BOBBLES,Retail Product,4.15,4.13,4.21,98,98
84924A,WAKE UP COCKEREL CALENDAR SIGN,Retail Product,5.0,3.75,7.62,33,33
84924F,PSYCHEDELIC METAL SIGN CALENDAR,Retail Product,0.79,0.79,0.79,3,3
84925D,LA PALMIERA WALL THERMOMETER,Retail Product,2.32,0.0,2.55,11,10
84925F,PSYCHEDELIC WALL THERMOMETER,Retail Product,1.84,0.0,2.55,16,15
84926A,WAKE UP COCKEREL TILE COASTER,Retail Product,0.67,0.29,2.51,35,35
84926D,LA PALMIERA TILE COASTER,Retail Product,0.81,0.29,2.51,35,35
84926E,FLOWERS TILE COASTER,Retail Product,0.54,0.29,2.46,40,40
84926F,PSYCHEDELIC TILE COASTER,Retail Product,1.16,0.29,2.46,29,28
84927A,WAKE UP COCKEREL TILE HOOK,Retail Product,1.89,0.0,4.21,20,18
84927D,LA PALMIERA TILE HOOK,Retail Product,1.43,0.0,4.21,17,15
84927E,FLOWERS TILE HOOK,Retail Product,1.8,0.0,4.21,16,14
84927F,PSYCHEDELIC TILE HOOK,Retail Product,1.07,0.39,4.21,47,46
84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,Retail Product,0.29,0.0,0.55,72,65
84931A,PINK SCOTTIE DOG W FLOWER PATTERN,Retail Product,2.51,1.63,5.06,52,52
84931B,BLUE SCOTTIE DOG W FLOWER PATTERN,Retail Product,2.41,1.63,4.96,52,51
84944,SET OF 6 KASHMIR FOLKART BAUBLES,Retail Product,1.91,0.0,4.25,93,85
84945,MULTI COLOUR SILVER T-LIGHT HOLDER,Retail Product,0.97,0.72,10.76,372,353
84946,ANTIQUE SILVER T-LIGHT GLASS,Retail Product,1.52,1.06,2.95,946,919
84947,ANTIQUE SILVER TEA GLASS ENGRAVED,Retail Product,1.46,1.06,2.51,371,361
84949,SILVER HANGING T-LIGHT HOLDER,Retail Product,1.83,1.45,3.36,329,294
84950,ASSORTED COLOUR T-LIGHT HOLDER,Retail Product,0.81,0.55,1.38,126,122
84951A,SET OF 4 PISTACHIO LOVEBIRD COASTER,Retail Product,1.8,0.79,5.06,95,94
84951B,SET OF 4 BLACK LOVEBIRD COASTERS,Retail Product,1.82,0.79,5.06,83,83
84952A,CLEAR LOVE BIRD T-LIGHT HOLDER,Retail Product,3.18,1.63,7.62,26,26
84952B,BLACK LOVE BIRD T-LIGHT HOLDER,Retail Product,3.0,1.25,7.46,30,29
84952C,MIRROR LOVE BIRD T-LIGHT HOLDER,Retail Product,3.5,0.0,7.62,15,13
84963A,PINK PAINTED KASHMIRI CHAIR,Retail Product,42.95,42.95,42.95,1,1
84963B,BLUE PAINTED KASHMIRI CHAIR,Retail Product,49.95,49.95,49.95,1,1
84964B,UNKNOWN_DESCRIPTION,Retail Product,0.0,0.0,0.0,1,0
84966A,UNKNOWN_DESCRIPTION,Retail Product,0.0,0.0,0.0,1,0
84966B,UNKNOWN_DESCRIPTION,Retail Product,0.0,0.0,0.0,1,0
84967A,UNKNOWN_DESCRIPTION,Retail Product,0.0,0.0,0.0,1,0
84967B,UNKNOWN_DESCRIPTION,Retail Product,0.0,0.0,0.0,1,0
84968A,SET OF 16 VINTAGE ROSE CUTLERY,Retail Product,13.81,8.29,25.49,102,99
84968B,SET OF 16 VINTAGE IVORY CUTLERY,Retail Product,6.38,0.0,12.75,4,2
84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,Retail Product,14.89,8.29,25.49,106,104
84968D,SET OF 16 VINTAGE RED CUTLERY,Retail Product,12.21,8.29,25.49,56,55
84968E,SET OF 16 VINTAGE BLACK CUTLERY,Retail Product,11.78,0.0,25.49,47,44
84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,Retail Product,12.14,0.0,25.49,66,65
84968a,SET OF 16 VINTAGE ROSE CUTLERY,Retail Product,25.14,24.96,25.49,3,3
84968d,SET OF 16 VINTAGE RED CUTLERY,Retail Product,24.96,24.96,24.96,3,3
84968e,SET OF 16 VINTAGE BLACK CUTLERY,Retail Product,25.05,24.96,25.49,6,6
84968f,SET OF 16 VINTAGE SKY BLUE CUTLERY,Retail Product,25.49,25.49,25.49,1,1
84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,Retail Product,4.61,0.0,8.47,214,210
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,Retail Product,1.3,0.79,2.13,460,459
84970S,HANGING HEART ZINC T-LIGHT HOLDER,Retail Product,1.14,0.64,2.13,546,540
84970l,SINGLE HEART ZINC T-LIGHT HOLDER,Retail Product,2.09,2.08,2.13,50,50
84970s,HANGING HEART ZINC T-LIGHT HOLDER,Retail Product,2.09,2.08,2.13,66,66
84971L,UNKNOWN_DESCRIPTION,Retail Product,0.0,0.0,0.0,1,0
84971S,SMALL HEART FLOWERS HOOK,Retail Product,1.11,0.39,1.66,176,175
84971l,LARGE HEART FLOWERS HOOK,Retail Product,2.46,2.46,2.46,1,1
84974,S/2 ZINC HEART DESIGN PLANTERS,Retail Product,9.95,9.95,9.95,29,29
84975,HEART SHAPED MIRROR,Retail Product,1.13,0.0,1.69,3,2
84976,RECTANGULAR SHAPED MIRROR,Retail Product,1.36,0.0,3.36,40,37
84977,UNKNOWN_DESCRIPTION,Retail Product,0.42,0.0,1.25,3,1
84978,HANGING HEART JAR T-LIGHT HOLDER,Retail Product,1.47,1.06,2.95,767,737
84984A,GREEN PEONY CUSHION COVER,Retail Product,4.65,4.65,4.65,6,6
84984B,RED PEONY CUSHION COVER,Retail Product,4.65,4.65,4.65,5,5
84984D,ORIENTAL RED CUSHION COVER,Retail Product,4.65,4.65,4.65,4,4
84985A,SET OF 72 GREEN PAPER DOILIES,Retail Product,1.45,1.45,1.45,21,20
84987,SET OF 36 TEATIME PAPER DOILIES,Retail Product,1.98,1.25,3.83,339,336
84988,SET OF 72 PINK HEART PAPER DOILIES,Retail Product,2.14,0.0,3.83,515,512
84989A,75 GREEN FAIRY CAKE CASES,Retail Product,0.5,0.0,0.55,20,18
84989a,75 GREEN FAIRY CAKE CASES,Retail Product,2.09,2.08,2.13,25,25
84990,UNKNOWN_DESCRIPTION,Retail Product,0.22,0.0,0.55,5,2
84991,60 TEATIME FAIRY CAKE CASES,Retail Product,0.69,0.4,2.13,871,863
84992,72 SWEETHEART FAIRY CAKE CASES,Retail Product,0.68,0.4,2.08,650,646
84993A,75 GREEN PETIT FOUR CASES,Retail Product,0.58,0.42,0.84,55,55
84993B,75 BLACK PETIT FOUR CASES,Retail Product,0.4,0.0,0.42,19,18
84993a,75 GREEN PETIT FOUR CASES,Retail Product,0.83,0.83,0.83,19,19
84997A,CHILDRENS CUTLERY POLKADOT GREEN,Retail Product,4.45,3.39,8.29,263,260
84997B,CHILDRENS CUTLERY RETROSPOT RED,Retail Product,4.37,3.39,8.33,377,374
84997C,CHILDRENS CUTLERY POLKADOT BLUE,Retail Product,4.24,0.0,8.29,339,336
84997D,CHILDRENS CUTLERY POLKADOT PINK,Retail Product,4.4,3.39,8.33,481,478
84997a,CHILDRENS CUTLERY POLKADOT GREEN,Retail Product,8.29,8.29,8.29,65,65
84997b,CHILDRENS CUTLERY RETROSPOT RED,Retail Product,8.58,8.29,13.13,70,70
84997c,CHILDRENS CUTLERY POLKADOT BLUE,Retail Product,8.59,8.29,13.13,66,66
84997d,CHILDRENS CUTLERY POLKADOT PINK,Retail Product,8.43,8.29,13.13,75,75
85006,SET 4 NURSERY DES ROUND BOXES,Retail Product,1.4,0.0,2.95,10,9
85008,SET OF 3 CONEY ISLAND OVAL BOXES,Retail Product,3.76,0.0,10.17,11,8
85014A,BLACK/BLUE POLKADOT UMBRELLA,Retail Product,6.48,4.95,12.72,280,279
85014B,RED RETROSPOT UMBRELLA,Retail Product,6.82,4.95,12.72,355,353
85014a,BLACK/BLUE POLKADOT UMBRELLA,Retail Product,12.52,12.46,12.72,14,14
85014b,RED RETROSPOT UMBRELLA,Retail Product,12.51,12.46,12.72,23,23
85015,SET OF 12  VINTAGE POSTCARD SET,Retail Product,1.31,0.65,2.55,145,145
85016,SET OF 6 VINTAGE NOTELETS KIT,Retail Product,1.93,0.0,2.55,44,42
85017A,ENVELOPE 50 ROMANTIC IMAGES,Retail Product,0.64,0.0,0.85,12,9
85017B,ENVELOPE 50 BLOSSOM IMAGES,Retail Product,0.67,0.0,1.25,163,159
85017C,ENVELOPE 50 CURIOUS IMAGES,Retail Product,0.54,0.0,0.85,14,12
85018B,UNKNOWN_DESCRIPTION,Retail Product,0.0,0.0,0.0,1,0
85018C,UNKNOWN_DESCRIPTION,Retail Product,0.0,0.0,0.0,1,0
85018D,YULETIDE IMAGES S/6 PAPER BOXES,Retail Product,2.55,2.55,2.55,7,7
85019A,ROMANTIC IMAGES NOTEBOOK SET,Retail Product,2.03,1.25,8.47,33,33
85019B,BLOSSOM  IMAGES NOTEBOOK SET,Retail Product,1.91,0.0,8.29,37,36
85019C,CURIOUS  IMAGES NOTEBOOK SET,Retail Product,2.86,0.0,8.47,13,11
85020,ROUND PINK HEART MIRROR,Retail Product,2.57,2.1,4.21,22,22
85023B,EAU DE NILE JEWELLED PHOTOFRAME,Retail Product,2.49,2.1,2.55,15,13
85023C,PINK LARGE JEWELED PHOTOFRAME,Retail Product,2.55,2.55,2.55,1,0
85024B,EAU DE NILE JEWELLED PHOTOFRAME,Retail Product,1.63,1.45,1.65,12,12
85024C,PINK SMALL JEWELLED PHOTOFRAME,Retail Product,1.65,1.65,1.65,10,9
85025B,EAU DE NILE HEART SHAPE PHOTO FRAME,Retail Product,2.3,1.45,3.36,40,39
85025C,PINK HEART SHAPE PHOTO FRAME,Retail Product,1.95,0.0,3.36,44,41
85026B,EAU DE NILE JEWELLED T-LIGHT HOLDER,Retail Product,0.99,0.85,1.63,11,11
85027L,FRENCH CHATEAU LARGE PLATTER,Retail Product,2.75,0.0,7.95,20,18
85028L,FRENCH CHATEAU LARGE FRUIT BOWL,Retail Product,1.11,0.0,1.95,7,4
85028S,FRENCH CHATEAU SMALL FRUITBOWL,Retail Product,1.62,0.0,2.55,10,8
85030,FRENCH CHATEAU OVAL PLATTER,Retail Product,1.67,0.0,1.95,7,6
85031A,ROMANTIC IMAGES SCRAP BOOK SET,Retail Product,3.89,1.25,4.95,7,7
85031B,BLOSSOM IMAGES SCRAP BOOK SET,Retail Product,4.95,4.95,4.95,1,1
85031C,CURIOUS IMAGES SCRAP BOOK SET,Retail Product,2.48,0.0,4.95,2,1
85032A,ROMANTIC IMAGES GIFT WRAP SET,Retail Product,1.09,0.65,4.21,136,136
85032B,BLOSSOM IMAGES GIFT WRAP SET,Retail Product,1.07,0.65,4.21,134,134
85032C,CURIOUS IMAGES GIFT WRAP SET,Retail Product,1.18,0.65,4.13,144,143
85032D,YULETIDE IMAGES GIFT WRAP SET,Retail Product,1.13,0.0,2.1,97,94
85034A,3 GARDENIA MORRIS BOXED CANDLES,Retail Product,2.67,0.0,8.47,88,83
85034B,3 WHITE CHOC MORRIS BOXED CANDLES,Retail Product,2.7,1.25,8.47,124,124
85034C,3 ROSE MORRIS BOXED CANDLES,Retail Product,2.28,1.25,8.47,174,169
85034a,3 GARDENIA MORRIS BOXED CANDLES,Retail Product,8.29,8.29,8.29,3,3
85034b,3 WHITE CHOC MORRIS BOXED CANDLES,Retail Product,8.29,8.29,8.29,1,1
85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,Retail Product,3.78,0.0,8.47,91,87
85035B,CHOCOLATE 3 WICK MORRIS BOX CANDLE,Retail Product,3.27,0.0,8.47,72,71
85035C,ROSE 3 WICK MORRIS BOX CANDLE,Retail Product,2.47,0.0,8.47,138,137
85035a,GARDENIA 3 WICK MORRIS BOXED CANDLE,Retail Product,8.47,8.47,8.47,2,2
85035b,CHOCOLATE 3 WICK MORRIS BOX CANDLE,Retail Product,8.47,8.47,8.47,1,1
85035c,ROSE 3 WICK MORRIS BOX CANDLE,Retail Product,8.47,8.47,8.47,1,1
85036A,GARDENIA 1 WICK MORRIS BOXED CANDLE,Retail Product,3.81,0.0,8.29,72,70
85036B,CHOCOLATE 1 WICK MORRIS BOX CANDLE,Retail Product,2.17,0.0,4.25,55,52
85036C,ROSE 1 WICK MORRIS BOXED CANDLE,Retail Product,2.34,0.0,8.29,97,92
85036a,GARDENIA 1 WICK MORRIS BOXED CANDLE,Retail Product,8.29,8.29,8.29,1,1
85036b,CHOCOLATE 1 WICK MORRIS BOX CANDLE,Retail Product,8.47,8.47,8.47,1,1
85038,6 CHOCOLATE LOVE HEART T-LIGHTS,Retail Product,2.53,1.69,4.21,149,149
85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,Retail Product,1.63,0.42,1.66,165,164
85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,Retail Product,1.62,0.42,1.66,173,173
85039C,S/4 BLACK MINI ROSE CANDLE IN BOWL,Retail Product,1.59,0.42,1.66,68,67
85039a,SET/4 RED MINI ROSE CANDLE IN BOWL,Retail Product,3.3,3.29,3.36,29,29
85040A,S/4 PINK FLOWER CANDLES IN BOWL,Retail Product,2.02,1.45,3.36,179,171
85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,Retail Product,1.65,0.0,3.36,40,36
85040a,S/4 PINK FLOWER CANDLES IN BOWL,Retail Product,3.29,3.29,3.29,21,21
85042,ANTIQUE LILY FAIRY LIGHTS,Retail Product,4.95,4.95,4.95,2,0
85044,UNKNOWN_DESCRIPTION,Retail Product,0.0,0.0,0.0,1,0
85045,GREEN CHRISTMAS TREE STRING 20LIGHT,Retail Product,4.19,0.0,4.95,14,11
85047,WHITE BEADED GARLAND STRING 20LIGHT,Retail Product,6.15,5.55,6.35,4,2
85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,Retail Product,9.18,6.95,16.98,285,263
85049A,TRADITIONAL CHRISTMAS RIBBONS,Retail Product,1.49,1.06,2.51,332,331
85049B,LUSH GREENS RIBBONS,Retail Product,1.02,0.0,1.25,16,13
85049C,ROMANTIC PINKS RIBBONS,Retail Product,1.35,1.06,2.51,231,231
85049D,BRIGHT BLUES RIBBONS,Retail Product,1.24,0.0,2.51,116,111
85049E,SCANDINAVIAN REDS RIBBONS,Retail Product,1.49,1.06,2.51,423,421
85049F,BABY BOOM RIBBONS,Retail Product,1.28,0.0,2.46,92,91
85049G,CHOCOLATE BOX RIBBONS,Retail Product,1.4,1.06,2.51,277,275
85049H,URBAN BLACK RIBBONS,Retail Product,1.06,0.83,2.51,188,188
85049a,TRADITIONAL CHRISTMAS RIBBONS,Retail Product,3.3,3.29,3.36,36,36
85049b,LUSH GREENS RIBBONS,Retail Product,2.46,2.46,2.46,2,2
85049c,ROMANTIC PINKS RIBBONS,Retail Product,2.46,2.46,2.46,1,1
85049d,BRIGHT BLUES RIBBONS,Retail Product,2.46,2.46,2.46,2,2
85049e,SCANDINAVIAN REDS RIBBONS,Retail Product,3.3,3.29,3.36,42,42
85049g,CHOCOLATE BOX RIBBONS,Retail Product,2.43,1.63,2.51,51,51
85053,FRENCH ENAMEL CANDLEHOLDER,Retail Product,2.58,1.69,4.21,344,330
85054,FRENCH ENAMEL POT W LID,Retail Product,3.4,0.0,5.91,123,118
85055,FRENCH ENAMEL UTENSIL HOLDER,Retail Product,5.15,2.95,7.62,16,16
85059,FRENCH ENAMEL WATER BASIN,Retail Product,4.09,1.25,7.62,131,129
85060,UNKNOWN_DESCRIPTION,Retail Product,0.0,0.0,0.0,1,0
85061W,WHITE JEWELLED HEART DECORATION,Retail Product,1.08,0.0,1.66,178,175
85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,Retail Product,1.79,1.45,2.51,164,162
85063,CREAM SWEETHEART MAGAZINE RACK,Retail Product,15.95,14.95,16.95,2,0
85064,CREAM SWEETHEART LETTER RACK,Retail Product,6.01,0.0,11.02,35,30
85065,CREAM SWEETHEART TRAYS,Retail Product,12.75,12.75,12.75,1,0
85066,CREAM SWEETHEART MINI CHEST,Retail Product,14.19,1.8,25.49,555,529
85067,CREAM SWEETHEART WALL CABINET,Retail Product,13.25,0.0,18.95,7,5
85068,CREAM SWEETHEART SHELF + HOOKS,Retail Product,3.98,0.0,7.95,2,0
85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,Retail Product,0.92,0.38,5.79,115,113
85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,Retail Product,0.89,0.38,5.79,133,132
85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",Retail Product,1.25,0.38,5.06,106,106
85071D,CHARLIE+LOLA MY ROOM DOOR SIGN,Retail Product,0.83,0.39,4.96,86,86
85078,SCANDINAVIAN 3 HEARTS NAPKIN RING,Retail Product,0.99,0.0,5.91,125,124
85084,HOLLY TOP CHRISTMAS STOCKING,Retail Product,0.66,0.0,0.85,9,7
85086A,CANDY SPOT HEART DECORATION,Retail Product,0.79,0.0,0.85,53,50
85087,CANDY SPOT CUSHION COVER,Retail Product,3.45,0.0,8.47,127,125
85088,CANDY SPOT HAND BAG,Retail Product,2.38,1.63,4.21,53,52
85089,CANDY SPOT BUNNY,Retail Product,2.95,2.95,2.95,6,6
85092,CANDY SPOT TEA COSY,Retail Product,1.53,0.0,3.35,3,2
85093,CANDY SPOT EGG WARMER HARE,Retail Product,0.89,0.39,2.51,89,89
85094,CANDY SPOT EGG WARMER RABBIT,Retail Product,0.69,0.19,2.51,91,91
85095,THREE CANVAS LUGGAGE TAGS,Retail Product,1.82,0.83,4.13,48,48
85096,HILDA CANDY SPOT RABBIT,Retail Product,4.17,0.0,7.62,19,17
85098B,BLUE FLYING SINGING CANARY,Retail Product,1.88,0.0,3.75,2,0
85099B,JUMBO BAG RED RETROSPOT,Retail Product,2.47,0.0,4.95,2159,2112
85099C,JUMBO  BAG BAROQUE BLACK WHITE,Retail Product,2.59,1.65,4.21,960,946
85099F,JUMBO BAG STRAWBERRY,Retail Product,2.36,0.0,4.95,842,824
85099f,JUMBO BAG STRAWBERRY,Retail Product,5.05,4.96,5.06,10,10
85103,SILVER T-LIGHT SETTING,Retail Product,7.0,0.0,13.29,30,28
85104,SILVER GLASS T-LIGHT SET,Retail Product,3.04,0.0,5.79,19,17
85106,CUT GLASS HEXAGON T-LIGHT HOLDER,Retail Product,1.99,0.0,4.21,24,21
85107,CUT GLASS T-LIGHT HOLDER OCTAGON,Retail Product,2.36,0.0,4.96,33,31
85109,PINK BOUDOIR T-LIGHT HOLDER,Retail Product,0.85,0.85,0.85,1,1
85110,UNKNOWN_DESCRIPTION,Retail Product,0.0,0.0,0.0,1,0
85111,SILVER GLITTER FLOWER VOTIVE HOLDER,Retail Product,0.48,0.0,2.51,61,60
85114A,BLACK ENCHANTED FOREST PLACEMAT,Retail Product,2.05,1.45,3.36,56,56
85114B,IVORY ENCHANTED FOREST PLACEMAT,Retail Product,2.19,1.45,3.36,79,78
85114C,RED ENCHANTED FOREST PLACEMAT,Retail Product,1.94,1.45,3.36,78,78
85114a,BLACK ENCHANTED FOREST PLACEMAT,Retail Product,3.3,3.29,3.36,15,15
85114b,IVORY ENCHANTED FOREST PLACEMAT,Retail Product,3.3,3.29,3.36,14,14
85114c,RED ENCHANTED FOREST PLACEMAT,Retail Product,3.3,3.29,3.36,35,35
85115B,S/4 BLACK DISCO PARTITION PANEL,Retail Product,8.29,8.29,8.29,1,1
85116,BLACK CANDELABRA T-LIGHT HOLDER,Retail Product,1.48,0.65,2.1,92,90
85118,HEART T-LIGHT HOLDER,Retail Product,1.28,0.0,2.51,14,10
85119,UNKNOWN_DESCRIPTION,Retail Product,1.68,0.0,3.36,2,1
85123A,WHITE HANGING HEART T-LIGHT HOLDER,Retail Product,3.1,0.0,5.91,2313,2265
85123a,WHITE HANGING HEART T-LIGHT HOLDER,Retail Product,6.64,6.63,6.77,67,67
85124B,BLUE JUICY FRUIT PHOTO FRAME,Retail Product,3.16,2.55,5.06,40,39
85124C,GREEN JUICY FRUIT PHOTO FRAME,Retail Product,2.92,0.0,5.06,40,39
85125,SMALL ROUND CUT GLASS CANDLESTICK,Retail Product,4.91,0.0,10.17,36,34
85126,LARGE ROUND CUTGLASS CANDLESTICK,Retail Product,5.08,0.0,13.57,4,1
85127,SMALL SQUARE CUT GLASS CANDLESTICK,Retail Product,6.64,0.0,10.17,55,52
85129B,BEADED CRYSTAL HEART GREEN SMALL,Retail Product,1.91,1.06,2.51,31,31
85129C,BEADED CRYSTAL HEART BLUE SMALL,Retail Product,1.74,1.25,2.51,15,15
85129D,BEADED CRYSTAL HEART PINK SMALL,Retail Product,1.93,1.25,2.51,66,66
85130A,BEADED PEARL HEART WHITE LARGE,Retail Product,1.5,0.0,1.65,11,10
85130B,BEADED CRYSTAL HEART GREEN LARGE,Retail Product,1.38,0.79,3.36,62,62
85130C,BEADED CRYSTAL HEART BLUE  LARGE,Retail Product,1.09,0.79,3.29,48,48
85130D,BEADED CRYSTAL HEART PINK LARGE,Retail Product,1.5,0.79,3.36,63,63
85131A,BEADED PEARL HEART WHITE ON STICK,Retail Product,0.92,0.42,1.25,122,119
85131B,BEADED CRYSTAL HEART GREEN ON STICK,Retail Product,0.84,0.83,1.25,172,172
85131C,BEADED CRYSTAL HEART BLUE ON STICK,Retail Product,0.87,0.83,1.25,50,50
85131D,BEADED CRYSTAL HEART PINK ON STICK,Retail Product,0.84,0.83,1.25,206,206
85132A,CHARLIE + LOLA BISCUITS TINS,Retail Product,4.99,0.0,9.95,114,111
85132B,CHARLIE AND LOLA TABLE TINS,Retail Product,3.48,0.0,9.95,76,75
85132C,CHARLIE AND LOLA FIGURES TINS,Retail Product,3.93,0.0,9.95,217,212
85132a,CHARLIE + LOLA BISCUITS TINS,Retail Product,11.52,8.29,21.23,8,8
85132b,CHARLIE AND LOLA TABLE TINS,Retail Product,8.29,8.29,8.29,9,9
85132c,CHARLIE AND LOLA FIGURES TINS,Retail Product,8.29,8.29,8.29,3,3
85135A,YELLOW DRAGONFLY HELICOPTER,Retail Product,5.78,0.0,7.95,11,8
85135B,BLUE DRAGONFLY HELICOPTER,Retail Product,7.28,0.0,8.47,52,46
85135C,RED DRAGONFLY HELICOPTER,Retail Product,7.85,0.0,8.47,71,68
85136A,YELLOW SHARK HELICOPTER,Retail Product,7.9,0.0,8.47,56,55
85136B,BLUE SHARK HELICOPTER,Retail Product,5.3,0.0,7.95,3,2
85136C,RED SHARK HELICOPTER,Retail Product,7.86,0.0,8.47,37,36
85141,JARDIN ETCHED GLASS FRUITBOWL,Retail Product,5.36,0.0,10.75,48,43
85144,JARDIN ETCHED GLASS CHEESE DISH,Retail Product,3.79,0.0,7.25,45,44
85145,JARDIN ETCHED GLASS LARGE BELL JAR,Retail Product,4.86,0.0,12.75,15,14
85146,JARDIN ETCHED GLASS SMALL BELL JAR,Retail Product,4.02,0.0,11.63,11,10
85150,LADIES & GENTLEMEN METAL SIGN,Retail Product,3.06,0.0,5.06,486,481
85152,HAND OVER THE CHOCOLATE   SIGN,Retail Product,2.35,0.0,5.0,688,683
85159A,"BLACK TEA,COFFEE,SUGAR JARS",Retail Product,2.05,1.25,6.35,53,47
85159B,"WHITE TEA,COFFEE,SUGAR JARS",Retail Product,2.15,1.25,6.35,72,59
85160A,UNKNOWN_DESCRIPTION,Retail Product,0.62,0.0,1.25,2,1
85160B,BLACK BIRD GARDEN DESIGN MUG,Retail Product,1.31,0.39,16.13,18,17
85160a,WHITE BIRD GARDEN DESIGN MUG,Retail Product,16.13,16.13,16.13,1,1
85161,ACRYLIC GEOMETRIC LAMP,Retail Product,17.13,0.0,38.26,22,21
85163A,WHITE BAROQUE WALL CLOCK,Retail Product,11.21,3.95,24.96,32,32
85163B,BLACK BAROQUE WALL CLOCK,Retail Product,12.72,3.95,25.49,37,36
85167B,BLACK GRAND BAROQUE PHOTO FRAME,Retail Product,3.22,0.0,8.47,10,8
85168B,BLACK BAROQUE CARRIAGE CLOCK,Retail Product,8.48,8.29,9.95,35,35
85169A,IVORY LOVE BIRD CANDLE,Retail Product,1.32,0.42,2.51,90,89
85169B,BLACK LOVE BIRD CANDLE,Retail Product,1.44,0.42,2.51,62,62
85169C,EAU DE NIL LOVE BIRD CANDLE,Retail Product,1.22,0.42,2.51,47,46
85169D,PINK LOVE BIRD CANDLE,Retail Product,1.31,0.42,2.51,51,50
85170A,SET/6 IVORY BIRD T-LIGHT CANDLES,Retail Product,1.05,0.0,2.1,2,1
85170B,SET/6 BLACK BIRD T-LIGHT CANDLES,Retail Product,2.39,0.85,4.21,40,39
85170C,SET/6 EAU DE NIL BIRD T-LIGHTS,Retail Product,2.69,0.85,4.21,72,72
85170D,SET/6 PINK BIRD T-LIGHT CANDLES,Retail Product,2.71,0.85,4.21,102,100
85172,HYACINTH BULB T-LIGHT CANDLES,Retail Product,0.62,0.0,12.46,53,47
85173,SET/6 FROG PRINCE T-LIGHT CANDLES,Retail Product,2.9,0.79,5.06,88,87
85174,S/4 CACTI CANDLES,Retail Product,6.94,1.95,11.02,164,161
85175,CACTI T-LIGHT CANDLES,Retail Product,0.93,0.0,13.57,154,144
85176,SEWING SUSAN 21 NEEDLE SET,Retail Product,1.2,0.79,1.66,173,172
85177,BASKET OF FLOWERS SEWING KIT,Retail Product,1.03,0.64,1.66,65,64
